硬碰硬	aaaf
磁暴	aqjs
母慈子孝	aqkh
蹭飯	aqkr
磁器	aqll
磋磨	aqma
磁療	aqmo
厝火積薪	aqms
磁浮	aqne
柴米油鹽	aqnj
磁漆	aqnu
磁能	aqnw
壓卷之作	aqoe
磷光	aqol
不義之財	aqow
硬着陸	aqph
磷火	aqqh
跆拳道	aqqi
磁道	aqqi
蹲着	aqqw
磁心	aqri
磁性	aqry
磁帶	aqsf
蹲著	aqsh
磁力	aqsl
碰落	aqsn
磁鐵	aqtg
磁針	aqtg
碰鎖	aqto
碰杯	aqua
磁極	aquk
磁卡	aqup
碰上	aqus
磷蝦	aqvb
蹲點	aqvp
磷肥	aqwe
碰見	aqwj
磷脂	aqwu
蹭課	aqxj
不着調	aqxw
蹲下	aqxx
磁體	aqxy
磁電	aqyb
磷酸	aqyn
石火電光	aqyo
不驕不躁	araa
不慌不亂	arae
此情此景	araj
不慌不忙	arar
不愧屋漏	arbn
憂心如搗	arcf
不懷好意	arcg
碼率	arcn
憂心如焚	arcu
步人後塵	ardm
不懂裝懂	ardr
碼位	areg
不愧爲	arek
不怕死	arfh
碼頭	arfl
碼元	arfl
仄聲	arhb
碼表	arhc
跑馬場	arhj
碼放	arht
不怕官只怕管	arig
碼字	arik
不惜工本	ariu
不合時宜	arji
不合理	arjv
不愧為	arkk
碼子	arkz
碼號	arld
碼數	arlg
厲兵秣馬	armr
碼流	arnc
不合法	arnh
百忙之中	arol
不情之請	arox
碼長	arpc
夏令營	arqq
不愉快	arrb
不近情理	arrj
憂心忡忡	arrr
不近人情	arrr
百合花	arse
不念舊惡	arsf
厚今薄古	arsj
碼錶	arth
碼本	aruf
路人皆知	aruj
不合格	arut
路人甲	arvj
不舒服	arwa
此情可待	arxd
不必要	aryc
石磙	asac
石碑	asad
跌蕩不羈	asap
不蔓不枝	asau
石碴	asau
蹣跚	asaw
石壁	asbl
百花齊放	asch
百花齊放百家爭鳴	ascl
石女	ascn
石膏	ascw
石牌	asdd
石徑	asdf
厲鬼	asdg
石門	asdm
碟片	asdp
石島	asdp
石版	asdr
石像	aseh
不落俗套	aseo
百花爭豔	asep
不歡而散	ases
石化	aseu
百花爭艶	asey
硬著頭皮	asfb
石頭	asfl
石拱	asfs
石排	asfu
石龜	asgb
不共戴天	asgf
破舊立新	asgg
甭管	asgi
石筍	asgw
厲聲	ashb
石墩	ashc
石塊	ashd
厲色	ashe
石鼓	ashg
石刻	ashm
勵志	ashr
石青	ashw
厲害	asib
石窟	asib
石室	asic
石獅	asid
百葉窗	asid
不落窠臼	asid
不甘寂寞	asii
百萬富翁	asik
不著邊際	asip
石灰	asiq
不甘示弱	asjb
石斑	asjh
石匠	asjr
石印	askf
碟子	askz
石子	askz
石器	asll
石浦	asna
石油	asnb
石湖	asnj
百慕大	asod
不世之功	asoi
石縫	asot
石虎	asph
硬著陸	asph
石炭	aspi
百萬買宅千萬買鄰	aspq
雁蕩山	asps
石峰	aspt
石峯	aspt
石階	aspu
石料	asqi
石首	asqi
石粉	asqk
不甘落後	assd
紫荆花	asse
紫荊花	asse
石蕊	assr
石英	assy
石英鐘	astg
壓力錶	asth
石鎖	asto
石棉	asud
石欄	asud
石棺	asui
石榴	asuk
石材	asuk
石柱	asuk
石橋	asum
碟機	asun
石板	asur
石林	asuu
不加思索	asvg
石墨	asvh
石蠟	asvl
石雕	aswh
不苟言笑	asxg
不用說	asxk
不用説	asxq
不著調	asxw
路軌	atbc
路費	atbk
路引	atbu
路由	atby
路旁	atcq
不敢高攀	atcu
路牌	atdd
路徑	atdf
不敢問津	atdn
路遥	atej
石鐘乳	atek
路段	atel
路面	atem
路政	atfa
路南	atgy
不敢越雷池一步	atha
路考	athd
路堤	athj
砸鍋賣鐵	atht
路盲	athw
路邊	atii
路况	atil
路易	atjw
百鍊成鋼	atkt
路子	atkz
碰釘子	atkz
路數	atlg
路口	atlv
破鏡重圓	atmd
鷺鷹	atme
路痴	atmj
路程	atml
路癡	atmu
路演	atni
路況	atnl
路線	atod
路經	atof
鷺鷥	atoo
路規	atow
路障	atpg
路虎	atph
路燈	atqb
破銅爛鐵	atqt
路北	atqu
路人	atre
路途	atrf
不敢苟同	atsy
路飛	attf
不鏽鋼	atty
路基	atuh
路上	atus
路標	atuy
路遇	atvo
不敢當	atvv
路遙	atwj
路試	atxk
路過	atxo
不敢造次	atyi
路霸	atys
不齒	auac
不願	auad
不敷	auah
不止	auai
不厭	auaj
紫砂	auao
此路	auat
不肯	auaw
不上不下	auax
不足	auaz
不輟	aubb
柴桑	aubb
不軌	aubc
不屈	aubd
不輕	aubf
不暢	aubj
不費	aubk
不專	aubk
不避	aubl
不屑	aubo
不輸	aubr
不通	aubs
不由	auby
原來如此	auca
紫衣	aucc
不顧	auce
紫夜	auce
不衰	aucf
不高	aucg
不妨	auch
柴房	auch
不嫁	auci
紫褐	aucj
不好	auck
不熟	auck
不如	aucl
不亮	aucl
不到	aucm
不育	aucn
不妙	auco
不就	auco
不敵	aucq
不適	aucq
不啻	aucq
不嫌	aucq
不齊	aucq
此致	auct
石榴裙	aucv
不歸	auda
些須	auda
壓根兒	audd
碴兒	audd
此舉	audd
不出	audd
不與	audd
些微	audf
不開	audf
不復	audg
不待	audh
紫裝	audh
不得	audj
此間	audj
不行	audj
此行	audj
不問	audl
不圖	audl
不回	audl
柴門	audm
此後	audn
不關	audn
不覺	auds
不學	auds
路柳牆花	auds
不收	audt
不假	aueb
不妥	auec
不依	auec
不停	auec
些個	aued
不便	auef
不值	aueg
不佳	aueh
不像	aueh
不受	aueh
不愛	aueh
不已	auei
不仁	auei
雌伏	auei
不但	auej
不做	auej
不及	auek
不俗	auek
不住	auek
不孕	auek
不爲	auek
不保	auel
柴雞	auen
此乃	auen
不進	aueo
不倦	aueq
不僅	aues
不備	aues
不改	auet
不休	aueu
此條	aueu
不爭	auev
不期而遇	auev
不期而然	auew
不信	auex
不正	aufa
不擅	aufc
不死	aufh
不換	aufh
不一	aufi
不按	aufi
不拒	aufj
不對勁	aufl
不振	aufn
不求	aufn
不揣	aufp
不捨	aufr
礙手	aufs
不拘	aufw
不再	aufy
不敏	auga
不支	augb
不符	auge
不等	augh
此等	augh
不管	augi
不意	augj
不幹	augj
此意	augj
紫貂	augm
不乏	augo
不迭	augo
不失	augo
不端	augp
此番	augq
紫氣	augq
不無	augs
不算	augw
紫龍	augw
紫竹	augz
不怨	auha
此表	auhc
不離	auhd
紫色	auhe
柴垜	auhe
此文	auhe
不起	auhe
柴堆	auhe
不多	auhh
不夠	auhh
此地	auhj
不久	auhk
紫禁城	auhk
不孝	auhk
不免	auhl
不吝	auhl
不遠	auhl
不象	auhl
柴垛	auhl
此刻	auhm
此去	auhn
不去	auhn
此外	auhp
不外	auhp
不幸	auhq
不忘	auhr
礙於	auhr
不解	auhs
不放	auht
不堪	auhu
不老	auhu
不急	auhv
不負	auhw
不均	auhw
不靜	auhw
不走	auhz
不實	auia
此項	auia
不安	auic
此案	auic
不巧	auid
不二	auie
不定	auif
不完	auif
柴家	auig
此次	auih
紫邊	auii
雌雄	auin
不獨	auip
柴灰	auiq
不容	auir
不息	auir
不寧	auir
不在	auiu
不宜	auiw
不暇	aujb
不雅	auje
不是	aujf
此是	aujf
此時	aujh
不時	aujh
紫斑	aujh
不欺暗室	auji
紫晶	aujj
不知	aujl
不敢	aujl
不祥	aujq
不日	aujr
不果	auju
不理	aujv
不易	aujw
不明	aujw
柴胡	aujw
紫星	aujy
不了	auke
紫了	auke
不遜	aukg
不才	aukg
不甚了了	aukk
不為	aukk
此事	aukl
礙事	aukl
不惑	aukl
不忿	aukm
不分	aukm
不良	aukn
不公	aukn
不成	aukt
不予	aukv
不順	aula
不耻	aula
不喫	aulb
紫川	aulc
不叫	auld
不吃	aulg
不逞	aulj
不聽	aulj
不喝	aulj
不凡	aulk
不只	aulk
不單	aull
不嚴	aull
砥柱中流	auln
不恥	aulr
不貴	aulu
不中	aulu
礙口	aulv
紫癜	aumb
柴刀	aumd
不應	aume
不穩	aume
不透	aume
憂鬱症	aumf
柴禾	aumh
不移	aumh
不忍	aumk
不和	auml
不利	aumm
此種	aumm
不愁	aumq
不動	aumv
柴油	aunb
不漏	aunb
不濟	aunc
不允	aund
不準	aune
不法	aunh
不清	aunh
不深	aunh
不滅	aunk
不辱	aunk
不斷	aunn
不治	aunn
不消	auno
不渝	aunr
不滿	auns
不測	aunw
不能	aunw
不大	auod
不經	auof
不少	auog
不絶	auoh
不速之客	auoi
紫紅	auoi
不太	auok
不光	auol
紫光	auol
不絕	auom
不爽	auos
否極泰來	auou
不肖	auow
些小	auox
不小	auox
不純	auox
跳樑小醜	auoy
瓦格納	auoy
此岸	aupa
紫陌	aupa
不長	aupc
不虛	aupd
不防	auph
不入虎穴	aupi
紫陽	aupj
不入虎穴焉得虎子	aupk
不虞	aupl
不限	aupn
此帖	aupp
不羈	aups
此處	aupt
不虚	aupu
不貞	aupw
不義	auqg
柴火	auqh
不料	auqi
原材料	auqi
此類	auqi
不差	auqi
此道	auqi
不曾	auqj
柴米	auqm
不善	auqq
此前	auqw
不前	auqw
礙着	auqw
紫煙	auqy
不慣	aura
不快	aurb
不怪	aurb
不愧	aurd
不怕	aurd
此人	aure
不惟	aure
不會	aurf
不必	aurg
不慎	aurg
不悔	aurg
不懈	aurh
不合	aurh
不忙	aurh
此情	aurh
此心	auri
不全	aurj
不含	aurk
不悅	aurk
不悦	aurq
不惜	aurs
不懂	aurs
不慌	aurs
不懼	aurw
雌性	aury
紫薇	ausd
紫菜	ause
雌花	ause
紫荆	ausf
不難	ausf
不帶	ausf
紫荊	ausf
紫苑	aush
紫菱	aush
礙著	aush
不甘	ausi
雌黃	ausi
紫萱	ausi
柴草	ausj
不恭	ausk
不力	ausl
不加	ausl
不落	ausn
雌蕊	ausr
不菲	ausu
紫蘇	ausv
不敬	ausw
紫藤	ausw
不苟	ausw
不用	ausy
紫金	autj
不敢	autl
不錯	auts
紫銅	auty
紫鑽	auty
紫檀	auuc
不朽	auud
紫杉	auud
不甚	auue
不賴	auul
不來	auul
不對	auuq
不入	auur
不上	auus
不禁	auuu
不比	auuu
紫禁	auuu
不想	auuw
不相上下	auux
不盡	auvf
不群	auvg
不羣	auvg
此書	auvh
紫黑	auvh
不畏	auvn
雁杳魚沉	auvn
不常	auvp
不當	auvv
不服	auwa
不丹	auwc
不眠	auwe
不周	auwh
不睦	auwh
不然	auwi
不見	auwj
不够	auwl
此則	auwm
礙眼	auwn
不勝	auwq
不瞞	auws
不敗	auwt
不期然而然	auww
不讓	auxc
不語	auxf
不計	auxg
些許	auxg
不許	auxg
不識	auxg
不諳	auxg
不該	auxh
不讀	auxh
不可	auxl
不誤	auxl
此話	auxm
不過	auxo
不變	auxo
不詳	auxq
不論	auxr
不講	auxs
此謂	auxv
不下	auxx
此言	auxy
不露	auya
紫霞	auyb
紫電	auyb
不要	auyc
不配	auye
不需	auye
不同	auyf
不相干	auyg
不特	auyh
不靈	auyl
不靠	auyl
貫朽粟陳	auyp
不平	auyq
此生	auys
不生	auys
砒霜	auyu
紫雪	auyv
此物	auyw
百思不解	avah
百思不得其解	avah
不即不離	avah
碌碡	avah
碌碌	avav
躍居	avbj
不思進取	avel
躍進	aveo
不翼而飛	avet
蹈常襲故	avgj
躍升	avgs
躍增	avhq
不盡人意	avrg
不盡然	avwi
躍然	avwi
躍過	avxo
瓦礫	awad
齟齬	awaf
夏曆	awam
跑步	awao
硼砂	awao
頁碼	awar
不見不散	awas
跑路	awat
跑跑	awaw
路見不平拔刀相助	awaw
路見不平	away
瓦屋	awbc
跑車	awbj
夏耘	awbk
頁尾	awbm
頁眉	awbw
夏衣	awcc
夏夜	awce
瓦房	awch
夏娃	awch
跑到	awcm
跑商	awcq
肯綮	awct
跑遍	awcy
夏至	awcz
跑出	awdd
跑開	awdf
夏裝	awdh
不見得	awdj
憂國	awdk
夏衍	awdn
瓦片	awdp
跑圈	awdq
憂悶	awdr
夏收	awdt
不然的話	awdx
戛然而止	awea
夏侯	aweb
跑偏	awec
憂傷	aweg
跑位	aweg
不脛而走	aweh
碉堡	awel
頁面	awem
不勝列舉	awfd
不見天日	awfj
瓦爾	awfk
頁頭	awfl
夏天	awfo
跑掉	awfp
肯亞	awfu
肯幹	awgj
夏新	awgu
瓦壟	awgw
瓦塊	awhd
憂色	awhe
硯臺	awhl
破財免災	awhl
跑去	awhn
肯於	awhr
瓦解	awhs
不瞭解	awhs
跑官	awib
肯定	awif
瓦工	awig
頁次	awih
夏布	awip
瓦灰	awiq
瓦窯	awiq
齙牙	awja
跑題	awjf
百腦匯	awjn
跑環	awjp
夏日	awjr
瓦匠	awjr
路遙知馬力日久見人心	awjr
瓦罐	awjs
跑了	awke
不勝感激	awkn
憂戚	awku
頁數	awlg
憂患	awll
瓦器	awll
瓦刀	awmd
夏季	awmk
夏利	awmm
憂愁	awmq
夏秋	awmq
跑動	awmv
磁懸浮	awne
不服水土	awnh
硯池	awnj
硯台	awnl
夏末	awnm
不勝酒力	awns
夏河	awnx
踢腳線	awod
不見經傳	awoe
不敗之地	awoh
躍然紙上	awou
戛納	awoy
頁岩	awpa
憂慮	awpv
憂煩	awqa
跑道	awqi
頁首	awqi
夏糧	awqj
憂勞	awqq
夏普	awqu
憂憤	awrg
憂心	awri
瓦全	awrj
夏令	awrk
憂悒	awrl
跑馬	awrm
憂懼	awrw
原則性	awry
夏花	awse
跑鞋	awsh
憂歡	awsl
瓦薩	awsp
不勝枚舉	awud
憂鬱	awuj
碉樓	awul
不見棺材不落淚	awun
瓦楞	awup
不勝其煩	awuq
瓦斯	awur
原則上	awus
不見森林	awuu
憂思	awvr
跑男	awvs
瓦當	awvv
跑壘	awvv
願賭服輸	awwb
夏眠	awwe
戛然	awwi
頁腳	awwk
跑腿	awwn
頁頂	awxa
跑調	awxw
瓦特	awyh
硼酸	awyn
跑酷	awyy
百讀不厭	axaa
砌磚	axab
不許百姓點燈	axaq
不可不	axau
不可否認	axax
不言不語	axax
百試百靈	axay
不可避免	axbh
不識好歹	axcf
不可開交	axdc
不可收拾	axdf
不可向邇	axdf
砌牆	axdh
不言而喻	axel
不可偏廢	axem
不謀而合	axer
步調一致	axfc
不識擡舉	axfd
不識抬舉	axfd
不過爾爾	axff
不可抗拒	axff
硬骨頭	axfl
雁過拔毛	axfm
不可一世	axfs
不可救藥	axfs
不可抗力	axfs
不讚一詞	axfx
不識一丁	axfx
砌築	axgi
不可名狀	axhd
不可多得	axhd
砌塊	axhd
不下於	axhr
不言自明	axij
不切實際	axip
不請自來	axiu
不識時務	axjk
不可理喻	axjl
不可知	axjl
不可缺少	axjo
不可知論	axjx
雁過留聲	axkh
不可或缺	axkj
不可數	axlg
不可磨滅	axmn
不識廬山真面目	axmw
不可能	axnw
不可終日	axoj
不可小覷	axop
柴可夫斯基	axou
不識大體	axox
不可限量	axpj
不可企及	axre
研討會	axrf
不可逾越	axrh
不謀其政	axuf
不計其數	axul
跑過來	axul
步話機	axun
原計劃	axvh
不可思議	axvx
不可忽視	axwj
不可勝數	axwl
不可言狀	axxd
不可言傳	axxe
不可言喻	axxl
不可靠	axyl
不可告人	axyr
不可同日而語	axyx
硃砂	ayao
矸石	ayas
百靈鳥	aydn
碘片	aydp
硃批	ayfu
不同意	aygj
踏雪無痕	aygm
硃筆	aygv
硒鼓	ayhg
不露聲色	ayhh
跨平臺	ayhl
不要緊	ayjb
碘鹽	ayjg
不同凡響	aylk
跨平台	aynl
碘酒	ayny
硃紅	ayoi
不刊之論	ayox
礦物質	ayrr
不露鋒芒	ayts
砰然	aywi
不平則鳴	aywl
不要臉	aywr
不要這樣	ayxu
不需要	ayyc
硬生生	ayys
碘酊	ayyx
足跡	azah
足足	azaz
足以	azek
足彩	azeu
足部	azgl
足協	azgs
足壇	azhc
足色	azhe
足夠	azhh
足赤	azhk
足額	azit
足有	aziw
足球	azjf
足量	azjf
足印	azkf
足聯	azln
足底	azmk
足療	azmo
足矣	aznj
足金	aztj
足見	azwj
足够	azwl
足月	azwy
足可	azxl
足下	azxx
軟硬不喫	baal
軟硬不吃	baal
輔路	baat
輔弼	baba
頗費	babk
頗高	bacg
由不得	badj
頗得	badj
由此及彼	baed
轉憂爲喜	baeh
頗受	baeh
頗佳	baeh
輔佐	baei
頗爲	baek
輔以	baek
輔修	baeu
軟硬件	baey
輔件	baey
輔音	bagj
履歷表	bahc
輸不起	bahe
頗多	bahh
頗有	baiw
又不是	bajf
彌足珍貴	bajl
頗感	bakf
轉憂為喜	bakh
頗為	bakk
強硬派	banr
頗能	banw
頗豐	bapb
彈不虚發	bapb
彈不虛發	bapb
軟硬兼施	baqh
輔導	baqi
輔料	baqi
輔幣	baqp
連貫性	bary
輔警	basw
輔材	bauk
弱不禁風	baul
輔機	baun
軟碟機	baun
輔翼	bavv
弱不勝衣	bawc
頗具	bawk
輔助	baws
頗讓	baxc
由此可見	baxw
軟硬體	baxy
發願	bbad
發跡	bbah
軸距	bbaj
轉碼	bbar
發紫	bbau
軸瓦	bbaw
轟跑	bbaw
輾轉	bbbb
轉發	bbbb
轉軸	bbbb
轉軌	bbbc
轟擊	bbbd
發軟	bbbh
轉弱	bbbi
發車	bbbj
轉車	bbbj
發軔	bbbm
彗尾	bbbm
轉強	bbbn
發展	bbbs
轉引	bbbu
輕車熟路	bbca
發怒	bbcb
由弱到強	bbcb
轉嫁	bbci
轉交	bbck
轉好	bbck
發亮	bbcl
慧娟	bbcl
轉到	bbcm
發到	bbcm
發育	bbcn
張惠妹	bbcn
發市	bbcp
轉至	bbcz
發白	bbdb
發出	bbdd
轉出	bbdd
發牌	bbdd
發黴	bbdf
發行	bbdj
轉行	bbdj
發往	bbdk
發問	bbdl
轉盤	bbdl
發回	bbdl
轉圜	bbdp
轉圈	bbdq
發悶	bbdr
發覺	bbds
輟學	bbds
轉學	bbds
發獎	bbdw
轉向	bbdx
桑巴	bbeb
發傻	bbed
轉而	bbee
發作	bbeg
發佈	bbei
轉爲	bbek
發售	bbel
轉售	bbel
轟進	bbeo
轉俏	bbeo
轉借	bbes
轉化	bbeu
轉悠	bbeu
發貨	bbeu
發條	bbeu
發信	bbex
發件	bbey
轉正	bbfa
發掘	bbfb
轟轟烈烈	bbff
轉播	bbfg
轉接	bbfg
發揮	bbfh
轉換	bbfh
發抖	bbfi
發揚	bbfj
轉頭	bbfl
咫尺天涯	bbfn
轉折	bbfr
發誓	bbfr
轉型	bbfs
轉手	bbfs
連連看	bbfw
輕車簡從	bbgd
費迪南德	bbgd
轉産	bbgg
輸尿管	bbgi
發音	bbgj
轉幹	bbgj
轉載	bbgk
發喪	bbgl
發笑	bbgm
轉系	bbgo
發端	bbgp
暢通無阻	bbgp
輟筆	bbgv
轉產	bbha
轉運	bbhb
發聲	bbhb
發表	bbhc
發壞	bbhc
發起	bbhe
發文	bbhe
轉文	bbhe
轉場	bbhj
轟趕	bbhj
轉款	bbhj
發熱	bbhk
發去	bbhn
轉賣	bbhp
發達	bbhq
轉達	bbhq
發報	bbhq
桑達	bbhq
轉角	bbhs
發放	bbht
發案	bbic
發家	bbig
發飆	bbii
發臭	bbii
發狂	bbij
發射	bbik
張弛有度	bbim
發狠	bbin
轉寄	bbio
發冷	bbir
轉身	bbis
發功	bbis
轉存	bbiu
發自	bbiz
轉自	bbiz
發緊	bbjb
桑蠶	bbjd
轉暖	bbje
發球	bbjf
發福	bbjf
發暈	bbjh
轉矩	bbjj
發祥	bbjq
桑果	bbju
發現	bbjw
發明	bbjw
彗星	bbjy
發了	bbke
發威	bbkf
轉印	bbkf
轟響	bbkg
轉為	bbkk
轉成	bbkt
發昏	bbkx
轉子	bbkz
軸子	bbkz
轟鳴	bbld
發號	bbld
慧聰	bbld
轉職	bblg
轉數	bblg
發展中國家	bbli
轉呈	bblj
發嗲	bblk
發凡	bblk
轉戰	bbll
車輪戰	bbll
轉喻	bblr
發展史	bbls
發呆	bblu
轉口	bblv
發麻	bbma
桑麻	bbma
轉磨	bbma
發痛	bbmb
發稿	bbmc
發病	bbmf
轉移	bbmh
發瘋	bbml
發毛	bbmm
發愁	bbmq
發癢	bbmq
發動	bbmv
轉動	bbmv
轟動	bbmv
轉租	bbmw
發源	bbna
發洩	bbnb
發涼	bbnc
軸流	bbnc
發燙	bbnj
發泄	bbns
發水	bbns
慧能	bbnw
發汗	bbny
發綠	bboa
軸線	bbod
發奮	bboe
發紅	bboi
發春	bboj
發光	bbol
軸套	bbop
發給	bbor
轉給	bbor
發綹	bbot
發小	bbox
發虛	bbpd
發還	bbpf
轉院	bbpi
發帖	bbpp
輕輕鬆鬆	bbpp
轉帖	bbpp
轟隆	bbpt
發虚	bbpu
轉崗	bbpy
轟炸	bbqg
發燒	bbqh
發火	bbqh
轉道	bbqi
發粉	bbqk
發送	bbqo
轉送	bbqo
發炎	bbqq
發糕	bbqq
發炮	bbqw
轉着	bbqw
發騷	bbrb
輾轉反側	bbre
發兵	bbrf
桑拿	bbrf
轉會	bbrf
發憤	bbrg
發情	bbrh
軸心	bbri
慧心	bbri
轉念	bbrk
發令	bbrk
軒轅劍	bbrm
發愣	bbrp
轉遞	bbrp
暢暢快快	bbrr
發慌	bbrs
發怵	bbru
轉性	bbry
發花	bbse
發難	bbsf
發蔫	bbsf
發薪	bbsg
轉著	bbsh
發黃	bbsi
轉世	bbsi
發芽	bbsj
發力	bbsl
發展觀	bbsl
發落	bbsn
桑葉	bbss
桑葚	bbsu
發散	bbsw
轉用	bbsy
轉錄	bbta
發錢	bbtk
軸承	bbtn
發函	bbtn
發榜	bbuc
輔車相依	bbue
桑梓	bbug
彗核	bbuh
轉檯	bbuh
桑樹	bbuh
轉述	bbuk
轉速	bbul
發來	bbul
轉來	bbul
發木	bbum
轉機	bbun
強擊機	bbun
轉枱	bbun
轉椅	bbuo
轉業	bbuq
轉入	bbur
轉上	bbus
發黑	bbvh
慧黠	bbvh
彈彈堂	bbvh
慧思	bbvr
桑田	bbvt
層層疊疊	bbvv
發睏	bbwd
發包	bbwe
轉包	bbwe
轉瞬	bbwe
轟然	bbwi
發財	bbwk
發膩	bbwk
轉眼	bbwn
慧眼	bbwn
轉賬	bbwp
轉貼	bbwp
發胖	bbwq
轉贈	bbwq
轉臉	bbwr
發矇	bbws
發證	bbxb
轉讓	bbxc
轉註	bbxk
發話	bbxm
轉變	bbxo
轉彎	bbxo
轉過	bbxo
轉診	bbxr
軟弱可欺	bbxu
轉調	bbxw
發下	bbxx
發言	bbxy
轉體	bbxy
軸體	bbxy
發電	bbyb
發配	bbye
發酵	bbyh
發票	bbyj
發飄	bbyj
轉告	bbyl
發酸	bbyn
發生	bbys
轉生	bbys
轟雷	bbyv
發物	bbyw
轉制	bbyy
軌跡	bcah
軌距	bcaj
居高不下	bcax
軌轍	bcbc
較輕	bcbf
較弱	bcbi
較強	bcbn
較高	bccg
較好	bcck
連襠褲	bccm
由始至終	bcco
連衣裙	bccv
屋裏	bccv
屋裡	bccv
弗裏德曼	bcdj
弗裡德曼	bcdj
屋門	bcdm
屋後	bcdn
斬六將	bcdw
較優	bcea
強姦民意	bceg
較爲	bcek
較低	bcek
張娜拉	bcfg
較勁	bcfl
弓弩手	bcfs
屋簷	bcgh
較真	bcgw
較壞	bchc
較多	bchh
較遠	bchl
屋外	bchp
屋角	bchs
強姦犯	bcia
屋宇	bcif
屋脊	bcii
較量	bcjf
較短	bcjf
較晚	bcjh
居高臨下	bcjx
較早	bcjz
屋主	bckj
較為	bckk
屋子	bckz
弦子	bckz
轍痕	bcmn
較廣	bcms
軌度	bcms
較重	bcmv
較深	bcnh
輕如鴻毛	bcnm
較大	bcod
較少	bcog
彈丸之地	bcoh
強弩之末	bcon
由衷之言	bcox
較小	bcox
較之	bcoz
車到山前必有路	bcpa
較長	bcpc
皮裏陽秋	bcpm
皮裡陽秋	bcpm
軌道	bcqi
較差	bcqi
較快	bcrb
較慢	bcrj
屋舍	bcrm
較近	bcro
較難	bcsf
屋架	bcsl
屋檐	bcuh
軌枕	bcuh
屋樑	bcun
較上	bcus
較比	bcuu
眉高眼低	bcwe
弦月	bcwy
屋頂	bcxa
屋内	bcyr
屋內	bcyu
擊破	bdab
擊碎	bdac
屈原	bdad
層出不窮	bdai
履歷	bdam
擊發	bdbb
屈居	bdbj
擊彈	bdbl
繫好	bdck
屈就	bdco
慰問團	bddb
擊毀	bddh
擊毁	bddi
履行	bddj
屈從	bddr
屈伸	bdeb
擊倒	bdec
擊傷	bdeg
張衛健	bdev
張衞健	bdev
屈死	bdfh
強將手下無弱兵	bdfr
屈指	bdfu
擊打	bdfx
登門拜訪	bdfx
屈節	bdgd
輕裝簡從	bdgd
擊節	bdgd
張皇失措	bdgf
勇往直前	bdgq
屈節	bdgv
擊節	bdgv
擊鼓	bdhg
輕舉妄動	bdhm
擊垮	bdho
繫於	bdhr
張學友	bdib
斬將搴旗	bdih
擊穿	bdij
屈身	bdis
繫牢	bdiy
繫緊	bdjb
擊球	bdjf
發行量	bdjf
屈才	bdkg
擊響	bdkg
張學良	bdkn
暢所欲言	bdkx
屜子	bdkz
履職	bdlg
慰問品	bdll
擊中	bdlu
強迫症	bdmf
屈辱	bdnk
擊潰	bdnl
擊退	bdno
擊水	bdns
繫縛	bdoa
繫結	bdoh
履約	bdow
擊斃	bdqp
張國榮	bdqq
繫着	bdqw
屈尊	bdqy
屈心	bdri
繫念	bdrk
擊劍	bdrm
履帶	bdsf
繫帶	bdsf
繫著	bdsh
屈駕	bdsl
擊落	bdsn
擊殺	bdsu
擊鍵	bdtv
屈枉	bduj
輕裝上陣	bdup
繫上	bdus
擊掌	bdvf
屈服	bdwa
眉開眼笑	bdwg
擊敗	bdwt
屈膝	bdwu
通行證	bdxb
慰問電	bdyb
皮開肉綻	bdyo
履平	bdyq
屈曲	bdys
引而不發	beab
惠而不費	beab
避而不談	beax
軋輥	bebj
又愛又恨	bebr
軟件園	bedh
通信衛星	bedj
通信衞星	bedj
引以爲傲	beee
引以爲戒	beek
轉化爲	beek
引以爲耻	beel
引以爲恥	beel
弧面	beem
引而伸之	beeo
弔民伐罪	beep
引以爲榮	beeq
引以爲憾	beer
軋死	befh
張信哲	befr
弧形	befs
桑巴舞	begs
勇而無謀	begx
通信地址	behh
避而遠之	beho
尸位素餐	behp
強作解人	behr
輕而易舉	bejd
韜晦	bejg
居民區	bejl
通俗易懂	bejr
張愛玲	bejr
引以為傲	beke
引以為戒	bekk
轉化為	bekk
引以為恥	bekl
引以為榮	bekq
引以為憾	bekr
發貨單	bell
通信員	belw
發改委	bemc
弧底	bemk
弧度	bems
弧線	beod
弧光	beol
避孕套	beop
通信網	beoy
發件人	bere
發佈會	berf
通信兵	berf
避孕藥	besd
弧菌	besd
軋鋼	bety
居民樓	beul
軋機	beun
居民點	bevp
韜略	bevt
軟件包	bewe
通貨膨脹	beww
弧月	bewy
暫住證	bexb
軋製	beyy
費拉不堪	bfah
鄧肯	bfaw
輕軌	bfbc
輕輕	bfbf
輕軟	bfbh
輕彈	bfbl
輻輳	bfbo
輕手輕腳	bfbw
彌補	bfca
登高	bfcg
輕率	bfcn
輕敲	bfcp
輕敵	bfcq
強手如林	bfcu
登出	bfdd
輕微	bfdf
輕裝	bfdh
遐邇聞名	bfdh
登門	bfdm
輕閒	bfdw
輕舟	bfdz
輕盈	bfeb
輕佻	bfed
又一個	bfed
輕便	bfef
輕傷	bfeg
費爾巴哈	bfel
丰采	bfeu
輕悠	bfeu
引頸受戮	bfev
輕信	bfex
輕拂	bffb
輕拍	bffd
彈指一揮間	bffd
輕捷	bfff
輕撫	bffg
屈指一算	bffg
輕挽	bffh
輕揚	bffj
轉接頭	bffl
彌天	bffo
登天	bffo
輕型	bffs
彌撒	bffs
